year,month,online_sale_offers,weekend,morning,evening,night,product_name,item_price,category,total_amount,publication,profit_inr,cost_price,profit_per_unit
2018,6,0,0,0,0,0,120,430,1,495,43,73,356,73
2018,6,0,0,0,1,0,173,426,1,491,55,72,353,72
2018,6,0,1,0,0,1,153,125,0,190,88,16,108,16
2018,6,0,1,1,0,0,122,320,1,385,61,54,265,54
2018,6,0,1,1,0,0,122,320,1,385,61,54,265,54
2018,6,0,1,0,0,0,122,320,1,385,61,54,265,54
2018,6,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,1,0,1,0,153,125,0,190,88,16,108,16
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,84,959,2,1024,80,172,786,172
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,164,730,1,795,87,124,605,124
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,153,125,0,190,88,16,108,16
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,153,125,0,190,88,16,108,16
2018,6,0,0,0,0,1,153,125,0,190,88,16,108,16
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,164,730,1,795,87,124,605,124
2018,6,0,1,0,0,0,164,730,1,795,87,124,605,124
2018,6,0,1,0,0,0,164,730,1,795,87,124,605,124
2018,6,0,1,0,0,0,164,730,1,795,87,124,605,124
2018,6,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,173,426,1,491,55,72,353,72
2018,6,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,0,1,171,485,1,550,53,82,402,82
2018,6,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,0,0,173,426,1,491,55,72,353,72
2018,6,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,1,0,0,0,0,171,485,1,550,53,82,402,82
2018,6,1,0,0,0,0,171,485,1,550,53,82,402,82
2018,6,1,0,1,0,0,5,200,1,265,126,34,166,34
2018,6,1,1,1,0,0,171,485,1,550,53,82,402,82
2018,6,1,1,0,0,0,171,970,1,1100,53,164,805,82
2018,6,1,1,0,0,0,171,485,1,550,53,82,402,82
2018,7,1,1,1,0,0,171,485,1,550,53,82,402,82
2018,7,1,1,1,0,0,153,125,0,190,88,16,108,16
2018,7,1,1,1,0,0,122,320,1,385,61,54,265,54
2018,7,1,1,0,0,0,122,320,1,385,61,54,265,54
2018,7,1,1,0,0,0,122,320,1,385,61,54,265,54
2018,7,1,1,0,0,0,173,426,1,491,55,72,353,72
2018,7,1,0,0,0,1,171,485,1,550,53,82,402,82
2018,7,1,0,0,0,0,153,125,0,190,88,16,108,16
2018,7,1,0,0,0,1,164,730,1,795,87,124,605,124
2018,7,1,0,1,0,0,122,320,1,385,61,54,265,54
2018,7,1,0,1,0,0,122,320,1,385,61,54,265,54
2018,7,1,0,1,0,0,122,320,1,385,61,54,265,54
2018,7,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,7,1,0,1,0,0,122,320,1,385,61,54,265,54
2018,7,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,0,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,0,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,0,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,7,1,0,0,0,1,124,395,1,460,117,67,327,67
2018,7,1,0,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,0,0,0,0,153,125,0,190,88,16,108,16
2018,7,0,1,0,0,1,153,125,0,190,88,16,108,16
2018,7,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,1,0,0,1,153,125,0,190,88,16,108,16
2018,7,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,7,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,7,0,0,1,0,0,58,85,0,150,64,11,73,11
2018,7,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,7,0,0,0,1,0,165,998,1,1063,123,169,828,169
2018,7,0,0,1,0,0,153,102,0,167,88,13,88,13
2018,7,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,7,0,0,1,0,0,58,85,0,150,64,11,73,11
2018,7,0,0,1,0,0,153,125,0,190,88,16,108,16
2018,7,0,1,0,1,0,165,998,1,1063,123,169,828,169
2018,7,0,1,0,0,1,171,970,1,1100,53,164,805,82
2018,7,0,0,1,0,0,153,125,0,190,88,16,108,16
2018,7,0,0,0,1,0,165,998,1,1063,123,169,828,169
2018,7,0,0,0,0,1,165,998,1,1063,123,169,828,169
2018,7,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,7,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,7,0,0,1,0,0,213,670,0,860,47,87,582,87
2018,7,0,0,0,0,1,153,125,0,190,88,16,108,16
2018,7,0,0,0,0,0,153,125,0,190,88,16,108,16
2018,7,0,0,1,0,0,122,320,1,385,61,54,265,54
2018,7,0,0,1,0,0,165,998,1,1063,123,169,828,169
2018,7,0,0,0,0,0,165,998,1,1063,123,169,828,169
2018,7,0,0,0,0,0,122,320,1,385,61,54,265,54
2018,7,0,0,0,1,0,122,320,1,385,61,54,265,54
2018,7,0,0,0,1,0,153,115,0,180,88,14,100,14
2018,7,0,1,0,0,0,122,320,1,385,61,54,265,54
2018,7,0,1,1,0,0,34,155,2,225,71,27,127,27
2018,7,0,0,0,0,1,69,615,1,700,58,104,510,104
2018,7,0,0,0,1,0,14,565,0,650,98,73,491,73
2018,7,0,0,0,0,1,181,899,0,1089,98,116,782,116
2018,7,0,0,0,0,1,124,395,1,419,117,67,327,67
2018,7,0,0,0,0,1,213,670,0,787,47,87,582,87
2018,7,0,1,0,0,1,165,998,1,1063,123,169,828,169
2018,7,0,1,0,0,1,165,998,1,1063,123,169,828,169
2018,7,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,7,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,7,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,7,0,1,0,0,0,233,1408,0,1497,64,183,1225,61
2018,7,0,0,0,0,1,171,485,1,550,53,82,402,82
2018,7,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,8,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,8,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,8,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,8,0,0,0,0,1,197,900,0,985,47,117,783,117
2018,8,0,0,0,0,1,34,310,2,423,71,55,254,27
2018,8,0,1,1,0,0,213,670,0,860,47,87,582,87
2018,8,0,1,1,0,0,180,1100,0,1217,35,143,957,143
2018,8,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,8,0,0,0,1,0,24,723,0,788,96,93,629,93
2018,8,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,8,0,0,1,0,0,24,723,0,788,96,93,629,93
2018,8,0,0,0,0,1,83,448,2,578,12,80,367,40
2018,8,0,0,0,0,1,122,320,1,385,61,54,265,54
2018,8,0,0,1,0,0,122,320,1,385,61,54,265,54
2018,8,0,0,0,0,1,153,115,0,180,88,14,100,14
2018,8,0,0,0,0,0,84,959,2,1049,80,172,786,172
2018,8,0,1,0,1,0,84,959,2,1024,80,172,786,172
2018,8,0,1,0,0,0,181,899,0,1016,98,116,782,116
2018,8,1,0,0,0,1,23,880,2,997,71,158,721,39
2018,8,1,0,0,0,1,235,840,0,925,120,109,730,109
2018,8,1,0,0,1,0,134,680,2,745,94,122,557,122
2018,8,1,0,1,0,0,235,1680,0,1850,120,218,1461,109
2018,8,1,0,0,1,0,124,395,1,535,117,67,327,67
2018,8,1,1,1,0,0,172,305,1,495,52,51,253,51
2018,8,1,1,0,0,1,57,999,0,1084,65,129,869,129
2018,8,1,0,0,0,0,118,499,1,564,66,84,414,84
2018,8,1,0,0,0,0,58,100,0,190,64,13,87,13
2018,8,1,0,0,0,1,164,730,1,795,87,124,605,124
2018,8,0,0,0,0,1,164,730,1,795,87,124,605,124
2018,8,0,0,0,1,0,171,485,1,550,53,82,402,82
2018,8,0,1,0,0,1,165,998,1,1063,123,169,828,169
2018,8,0,1,0,0,1,181,899,0,1089,98,116,782,116
2018,8,0,0,0,1,0,23,880,2,997,71,158,721,39
2018,8,0,0,0,0,0,34,155,2,225,71,27,127,27
2018,8,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,8,0,0,0,1,0,178,460,1,525,5,78,381,78
2018,8,0,0,0,0,1,34,310,2,450,71,55,254,27
2018,9,0,1,0,0,1,23,880,2,997,71,158,721,39
2018,9,0,1,0,0,1,213,670,0,787,47,87,582,87
2018,9,0,0,0,0,1,153,83,0,123,88,10,72,10
2018,9,0,0,1,0,0,153,95,0,185,88,12,82,12
2018,9,0,0,0,1,0,235,1680,0,1850,120,218,1461,109
2018,9,0,0,0,0,1,213,670,0,860,47,87,582,87
2018,9,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,9,0,1,0,0,1,14,565,0,650,98,73,491,73
2018,9,0,1,0,0,1,164,730,1,815,87,124,605,124
2018,9,0,0,1,0,0,122,320,1,360,61,54,265,54
2018,9,0,0,1,0,0,124,395,1,535,117,67,327,67
2018,9,0,0,0,0,1,172,305,1,495,52,51,253,51
2018,9,0,0,1,0,0,181,899,0,984,98,116,782,116
2018,9,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,9,0,1,0,0,0,164,730,1,795,87,124,605,124
2018,9,0,1,0,0,1,104,350,1,440,41,59,290,59
2018,9,0,0,0,0,1,168,515,1,580,2,87,427,87
2018,9,0,0,0,1,0,84,959,2,1049,80,172,786,172
2018,9,0,0,0,0,0,26,405,1,595,107,68,336,68
2018,9,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,9,0,0,1,0,0,235,840,0,957,120,109,730,109
2018,9,0,1,0,0,1,104,350,1,440,41,59,290,59
2018,9,0,1,0,1,0,153,95,0,185,88,12,82,12
2018,9,0,0,0,0,1,153,95,0,185,88,12,82,12
2018,9,0,0,1,0,0,237,108,2,178,70,19,88,19
2018,9,0,0,1,0,0,40,1250,0,1335,39,162,1087,162
2018,9,0,0,0,0,1,84,959,2,1049,80,172,786,172
2018,9,0,0,1,0,0,122,320,1,385,61,54,265,54
2018,9,0,1,0,1,0,153,95,0,185,88,12,82,12
2018,9,0,1,0,0,1,153,95,0,185,88,12,82,12
2018,10,0,0,0,0,0,87,315,0,400,10,40,274,40
2018,10,0,0,1,0,0,118,499,1,564,66,84,414,84
2018,10,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,10,0,0,1,0,0,207,91,2,181,70,16,74,16
2018,10,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,10,0,1,1,0,0,153,95,0,185,88,12,82,12
2018,10,0,1,0,0,1,58,85,0,175,64,11,73,11
2018,10,0,0,0,1,0,164,730,1,795,87,124,605,124
2018,10,0,0,0,0,0,55,595,1,680,5,101,493,101
2018,10,0,0,1,0,0,129,379,0,468,81,49,329,49
2018,10,0,0,0,1,0,26,405,1,595,107,68,336,68
2018,10,0,0,0,1,0,210,157,2,246,70,28,128,28
2018,10,0,1,1,0,0,163,470,0,549,123,61,408,61
2018,10,0,1,1,0,0,100,320,1,405,2,54,265,54
2018,10,0,0,0,1,0,213,670,0,787,47,87,582,87
2018,10,0,0,0,0,1,14,565,0,650,98,73,491,73
2018,10,1,0,0,0,1,124,395,1,460,117,67,327,67
2018,10,1,0,1,0,0,123,370,1,435,61,62,307,62
2018,10,1,0,0,0,0,142,138,2,205,70,24,113,24
2018,10,1,1,0,0,1,195,465,0,550,122,60,404,60
2018,10,1,1,0,1,0,124,395,1,535,117,67,327,67
2018,10,0,0,0,0,1,93,634,1,719,59,107,526,107
2018,10,0,0,0,0,1,165,998,1,1063,123,169,828,169
2018,10,0,0,1,0,0,153,102,0,167,88,13,88,13
2018,10,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,10,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,10,0,0,0,0,0,84,959,2,1049,80,172,786,172
2018,10,0,1,0,1,0,153,40,0,80,88,5,34,5
2018,10,0,1,0,0,1,59,910,0,995,65,118,791,118
2018,10,0,0,0,0,1,153,40,0,80,88,5,34,5
2018,10,0,0,1,0,0,201,200,0,340,26,26,174,26
2018,10,1,0,1,0,0,26,405,1,595,107,68,336,68
2018,11,1,0,0,0,1,203,385,0,505,91,50,334,50
2018,11,1,0,0,0,1,201,200,0,320,26,26,174,26
2018,11,1,0,1,0,0,84,959,2,1049,80,172,786,172
2018,11,1,0,0,1,0,153,85,0,125,88,11,73,11
2018,11,1,1,1,0,0,201,200,0,340,26,26,174,26
2018,11,1,1,0,0,0,201,200,0,340,26,26,174,26
2018,11,1,0,0,0,0,153,95,0,135,88,12,82,12
2018,11,1,0,0,0,1,5,200,1,340,126,34,166,34
2018,11,1,0,0,0,1,165,998,1,1063,123,169,828,169
2018,11,0,0,0,0,1,138,285,2,352,70,51,233,51
2018,11,0,0,0,0,1,171,485,1,550,53,82,402,82
2018,11,0,1,1,0,0,201,200,0,340,26,26,174,26
2018,11,0,1,0,0,0,201,200,0,340,26,26,174,26
2018,11,0,1,0,1,0,84,959,2,1049,80,172,786,172
2018,11,0,0,0,0,1,153,85,0,125,88,11,73,11
2018,11,0,0,0,0,1,226,104,0,194,115,13,90,13
2018,11,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,11,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,11,0,0,0,1,0,41,381,2,470,70,68,312,68
2018,11,0,1,1,0,0,65,640,1,725,129,108,531,108
2018,11,0,1,1,0,0,124,395,1,462,117,67,327,67
2018,11,0,0,0,0,1,209,757,0,842,64,98,658,98
2018,11,0,0,0,0,0,153,85,0,125,88,11,73,11
2018,11,0,0,0,0,1,153,85,0,125,88,11,73,11
2018,11,0,0,1,0,0,207,91,2,181,70,16,74,16
2018,11,0,0,1,0,0,161,950,2,1035,23,171,779,171
2018,11,0,1,0,0,0,201,200,0,340,26,26,174,26
2018,11,0,1,0,0,1,65,640,1,725,129,108,531,108
2018,11,0,0,0,0,1,90,111,2,201,70,19,91,19
2018,11,0,0,1,0,0,84,959,2,1049,80,172,786,172
2018,11,0,0,1,0,0,201,200,0,340,26,26,174,26
2018,11,0,0,0,0,0,153,83,0,123,88,10,72,10
2018,11,0,0,0,0,0,124,395,1,535,117,67,327,67
2018,11,0,0,0,0,0,201,200,0,340,26,26,174,26
2018,11,0,0,0,0,1,58,85,0,175,64,11,73,11
2018,11,0,0,0,0,1,201,200,0,340,26,26,174,26
2018,11,0,0,1,0,0,201,200,0,340,26,26,174,26
2018,12,0,1,1,0,0,201,200,0,340,26,26,174,26
2018,12,0,1,0,0,1,124,395,1,535,117,67,327,67
2018,12,0,1,0,1,0,153,85,0,125,88,11,73,11
2018,12,0,0,0,0,1,179,715,1,800,9,121,593,121
2018,12,0,0,0,0,1,169,554,1,643,37,94,459,94
2018,12,0,0,1,0,0,124,395,1,535,117,67,327,67
2018,12,0,0,0,0,0,215,494,0,579,64,64,429,64
2018,12,0,0,0,0,1,122,320,1,410,61,54,265,54
2018,12,0,1,0,0,1,124,395,1,535,117,67,327,67
2018,12,0,1,1,0,0,122,320,1,360,61,54,265,54
2018,12,0,0,0,0,1,153,85,0,125,88,11,73,11
2018,12,0,0,1,0,0,153,85,0,125,88,11,73,11
2018,12,0,0,1,0,0,122,320,1,390,61,54,265,54
2018,12,0,0,1,0,0,124,395,1,515,117,67,327,67
2018,12,0,0,0,0,1,122,320,1,410,61,54,265,54
2018,12,0,0,1,0,0,153,83,0,123,88,10,72,10
2018,12,0,0,0,0,1,179,715,1,800,9,121,593,121
2018,12,0,1,0,0,0,122,320,1,410,61,54,265,54
2018,12,0,1,0,0,1,34,155,2,245,71,27,127,27
2018,12,0,0,1,0,0,203,385,0,525,91,50,334,50
2018,12,0,0,0,0,0,122,320,1,410,61,54,265,54
2018,12,0,0,0,0,1,122,320,1,410,61,54,265,54
2018,12,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,12,0,0,1,0,0,164,730,1,795,87,124,605,124
2018,12,0,0,1,0,0,207,182,2,322,70,32,149,16
2018,12,0,1,1,0,0,34,155,2,245,71,27,127,27
2018,12,0,1,0,0,1,189,645,0,730,100,83,561,83
2018,12,1,0,0,0,0,105,145,2,212,70,26,118,26
2018,12,1,0,0,0,1,242,184,2,251,70,33,150,33
2018,12,1,0,0,1,0,207,91,2,181,70,16,74,16
2018,12,1,0,1,0,0,207,91,2,181,70,16,74,16
2018,12,1,0,0,0,1,234,485,0,570,98,63,421,63
2018,12,1,1,0,0,1,98,1480,0,1565,14,192,1287,192
2018,12,1,1,0,1,0,17,490,0,579,98,63,426,63
2018,12,1,0,0,0,1,124,395,1,535,117,67,327,67
2018,12,1,0,0,0,0,201,200,0,340,26,26,174,26
2018,12,1,0,0,0,0,124,395,1,535,117,67,327,67
2019,1,1,0,0,1,0,39,576,1,661,121,97,478,97
2019,1,1,0,1,0,0,11,768,1,853,5,130,637,130
2019,1,1,0,1,0,0,57,999,0,1084,65,129,869,129
2019,1,1,0,1,0,0,124,395,1,535,117,67,327,67
2019,1,1,0,0,0,1,161,950,2,1035,23,171,779,171
2019,1,1,0,0,0,0,153,83,0,123,88,10,72,10
2019,1,1,0,1,0,0,65,640,1,725,129,108,531,108
2019,1,1,0,0,0,0,207,91,2,181,70,16,74,16
2019,1,1,1,0,0,1,171,485,1,550,53,82,402,82
2019,1,1,1,1,0,0,85,460,0,545,5,59,400,59
2019,1,1,1,0,0,1,24,723,0,808,96,93,629,93
2019,1,0,1,0,0,1,124,395,1,460,117,67,327,67
2019,1,0,0,0,1,0,124,395,1,460,117,67,327,67
2019,1,0,0,0,0,1,164,730,1,795,87,124,605,124
2019,1,0,0,0,0,1,165,998,1,1063,123,169,828,169
2019,1,0,0,0,0,1,57,999,0,1084,65,129,869,129
2019,1,0,0,0,0,1,39,576,1,661,121,97,478,97
2019,1,0,0,0,0,1,124,395,1,462,117,67,327,67
2019,1,0,0,1,0,0,90,111,2,178,70,19,91,19
2019,1,0,0,0,1,0,200,380,1,445,30,64,315,64
2019,1,0,0,1,0,0,112,695,1,760,38,118,576,118
2019,1,0,0,0,0,0,42,384,2,451,70,69,314,34
2019,1,0,0,0,0,1,27,500,0,567,84,65,435,65
2019,1,0,0,0,0,1,129,379,0,468,81,49,329,49
2019,1,0,0,1,0,0,69,615,1,700,58,104,510,104
2019,1,0,0,0,0,1,189,645,0,730,100,83,561,83
2019,1,0,0,1,0,0,237,108,2,178,70,19,88,19
2019,1,0,0,1,0,0,58,85,0,175,64,11,73,11
2019,1,0,0,0,0,0,42,192,2,271,70,34,157,34
2019,1,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,1,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,1,1,0,0,0,1,208,175,2,264,70,31,143,31
2019,1,1,0,1,0,0,84,959,2,1049,80,172,786,172
2019,1,1,0,0,1,0,213,670,0,860,47,87,582,87
2019,1,1,0,1,0,0,12,225,2,310,17,40,184,40
2019,1,1,0,0,0,1,68,610,1,695,124,103,506,103
2019,1,0,0,0,1,0,84,959,2,1049,80,172,786,172
2019,1,0,0,1,0,0,34,155,2,222,71,27,127,27
2019,1,0,0,1,0,0,90,111,2,178,70,19,91,19
2019,2,0,0,0,0,0,48,385,0,470,40,50,334,50
2019,2,0,0,0,0,0,213,670,0,860,47,87,582,87
2019,2,0,0,1,0,0,230,420,2,487,84,75,344,75
2019,2,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,2,0,0,1,0,0,104,350,1,440,41,59,290,59
2019,2,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,2,0,0,0,0,1,153,83,0,123,88,10,72,10
2019,2,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,2,0,0,0,0,0,118,499,1,584,66,84,414,84
2019,2,0,0,1,0,0,41,381,2,470,70,68,312,68
2019,2,0,0,0,0,0,65,640,1,725,129,108,531,108
2019,2,0,0,1,0,0,213,670,0,860,47,87,582,87
2019,2,0,0,0,0,1,41,381,2,448,70,68,312,68
2019,2,0,0,0,0,1,237,108,2,175,70,19,88,19
2019,2,0,0,0,0,1,129,379,0,468,81,49,329,49
2019,2,0,0,1,0,0,193,655,1,744,40,111,543,111
2019,2,0,0,0,0,0,169,554,1,643,37,94,459,94
2019,2,0,0,1,0,0,129,379,0,468,81,49,329,49
2019,2,0,0,1,0,0,39,576,1,661,121,97,478,97
2019,2,0,0,0,1,0,242,184,2,274,70,33,150,33
2019,2,0,0,0,1,0,102,594,2,661,70,106,487,35
2019,2,0,0,0,0,1,104,350,1,440,41,59,290,59
2019,2,0,0,0,0,1,11,768,1,853,5,130,637,130
2019,2,0,0,0,0,0,65,640,1,725,129,108,531,108
2019,2,0,0,1,0,0,80,180,2,230,67,32,147,32
2019,2,0,0,0,0,0,207,91,2,161,70,16,74,16
2019,2,0,0,1,0,0,34,155,2,225,71,27,127,27
2019,2,0,0,0,1,0,207,91,2,181,70,16,74,16
2019,2,0,0,0,0,1,34,155,2,225,71,27,127,27
2019,3,0,0,0,0,0,242,184,2,251,70,33,150,33
2019,3,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,1,250,149,2,216,116,26,122,26
2019,3,0,0,0,0,1,215,494,0,561,64,64,429,64
2019,3,0,0,1,0,0,48,385,0,450,40,50,334,50
2019,3,0,0,0,0,0,123,370,1,435,61,62,307,62
2019,3,0,0,0,0,1,128,315,0,404,11,40,274,40
2019,3,0,0,1,0,0,201,200,0,279,26,26,174,26
2019,3,0,0,1,0,0,153,83,0,123,88,10,72,10
2019,3,0,0,1,0,0,201,200,0,340,26,26,174,26
2019,3,0,0,0,0,0,124,395,1,535,117,67,327,67
2019,3,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,3,0,0,0,1,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,1,34,155,2,225,71,27,127,27
2019,3,0,0,0,1,0,237,108,2,178,70,19,88,19
2019,3,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,0,134,680,2,745,94,122,557,122
2019,3,0,0,1,0,0,124,395,1,460,117,67,327,67
2019,3,0,0,0,1,0,201,200,0,340,26,26,174,26
2019,3,1,0,0,1,0,201,200,0,340,26,26,174,26
2019,3,1,0,1,0,0,139,180,2,247,70,32,147,32
2019,3,1,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,1,0,1,0,0,237,108,2,178,70,19,88,19
2019,3,1,0,0,1,0,207,91,2,161,70,16,74,16
2019,3,1,0,1,0,0,124,395,1,460,117,67,327,67
2019,3,0,0,0,0,1,149,310,0,375,119,40,269,40
2019,3,0,0,1,0,0,123,370,1,435,61,62,307,62
2019,3,0,0,1,0,0,80,180,2,247,67,32,147,32
2019,3,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,3,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,3,0,0,0,1,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,1,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,1,207,91,2,181,70,16,74,16
2019,4,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,1,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,1,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,1,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,0,207,91,2,161,70,16,74,16
2019,4,0,0,0,0,0,34,155,2,225,71,27,127,27
2019,4,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,1,0,34,310,2,450,71,55,254,27
2019,4,0,0,0,1,0,34,155,2,245,71,27,127,27
2019,4,0,0,1,0,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,0,0,34,155,2,245,71,27,127,27
2019,4,0,0,0,1,0,205,97,2,187,70,17,79,17
2019,4,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,4,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,4,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,4,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,4,0,0,0,1,0,135,142,2,282,83,25,116,25
2019,4,0,0,0,1,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,1,0,207,91,2,181,70,16,74,16
2019,4,0,0,0,1,0,207,91,2,181,70,16,74,16
